Employee_ID,Department,Job_Role,Age,Gender,Date_of_Joining,Tenure_Years,Salary,Performance_Rating,Training_Hours,Engagement_Score,Satisfaction_Score,Training_Need,Turnover,Hire_Time_Days
629,Marketing,Marketing Analyst,54,Male,2019-11-30,4,42476,2,47,74,55,No,Yes,52
630,Operations,Operations Manager,26,Male,2024-03-10,0,70014,4,41,65,83,Yes,No,47
631,HR,HR Generalist,51,Female,2021-11-28,2,72765,2,12,79,81,Yes,No,28
632,HR,Recruitment Manager,59,Male,2017-03-29,7,90598,1,40,60,82,Yes,No,38
633,Sales,Sales Executive,27,Male,2022-01-01,2,68897,2,29,83,63,Yes,No,27
634,Operations,Operations Manager,36,Female,2019-11-21,4,93810,3,27,70,97,No,No,40
635,Marketing,Marketing Analyst,37,Male,2020-11-07,3,94146,2,30,78,98,Yes,Yes,17
636,Marketing,Digital Marketer,60,Male,2016-04-04,8,78047,2,36,68,91,Yes,No,50
637,IT,Data Scientist,51,Female,2019-01-15,5,69879,5,13,71,93,No,No,24
638,Operations,Operations Manager,60,Male,2022-05-21,2,92739,2,8,72,93,No,No,15
639,HR,HR Generalist,38,Female,2021-02-06,3,46634,3,35,63,81,Yes,No,23
640,Operations,Operations Manager,51,Female,2023-10-28,1,47948,1,17,97,92,Yes,Yes,41
641,Marketing,Marketing Analyst,29,Female,2015-10-21,9,70720,3,35,95,75,Yes,No,19
642,HR,Recruitment Manager,23,Female,2021-03-23,3,65847,1,17,74,69,Yes,Yes,53
643,HR,Recruitment Manager,33,Male,2021-10-09,3,48123,1,11,91,88,Yes,Yes,40
644,Marketing,Digital Marketer,25,Female,2014-12-18,9,108510,5,48,80,91,Yes,No,36
645,Marketing,Marketing Analyst,39,Male,2021-12-01,2,44415,4,27,60,80,No,No,26
646,IT,Software Engineer,54,Male,2020-04-10,4,76070,4,34,68,63,No,No,59
647,Sales,Sales Executive,30,Male,2022-04-30,2,75330,4,35,82,91,Yes,Yes,37
648,Operations,Operations Manager,24,Male,2018-04-16,6,73756,2,41,62,78,No,No,52
649,Sales,Sales Representative,39,Female,2021-02-21,3,92639,3,29,82,70,Yes,No,34
650,Operations,Operations Manager,34,Male,2019-10-23,5,45774,3,27,70,89,No,No,34
651,HR,HR Generalist,23,Male,2022-10-30,1,112148,3,16,85,69,No,Yes,37
652,Sales,Sales Representative,43,Female,2016-05-14,8,118770,2,37,75,66,Yes,No,35
653,Operations,Operations Manager,38,Female,2017-12-22,6,72062,4,27,94,74,No,No,42
654,HR,Recruitment Manager,36,Male,2016-08-31,8,76534,1,26,89,59,No,No,20
655,Marketing,Marketing Analyst,32,Male,2019-07-14,5,75189,3,40,61,71,Yes,Yes,45
656,Sales,Sales Executive,46,Male,2016-09-22,8,74666,1,5,98,72,No,No,16
657,Finance,Financial Analyst,58,Female,2024-04-25,0,71500,4,48,90,68,Yes,No,28
658,IT,Data Scientist,26,Male,2017-06-09,7,80740,1,26,68,77,Yes,Yes,21
659,IT,Software Engineer,34,Female,2022-05-30,2,50262,5,20,77,99,Yes,No,32
660,Sales,Sales Executive,52,Male,2021-08-08,3,49272,5,27,60,87,No,No,28
661,Sales,Sales Representative,55,Female,2017-12-21,6,119887,2,30,68,88,No,No,47
662,Finance,Financial Analyst,53,Male,2021-12-29,2,67267,4,28,90,97,No,No,15
663,Operations,Operations Manager,38,Male,2022-03-01,2,49346,5,46,62,100,No,No,45
664,HR,Recruitment Manager,29,Male,2017-10-16,7,46466,3,29,76,72,No,No,36
665,IT,Software Engineer,44,Male,2019-01-14,5,75440,3,30,66,70,Yes,No,47
666,Marketing,Digital Marketer,44,Male,2022-07-14,2,113935,1,12,72,80,Yes,No,29
667,Marketing,Digital Marketer,32,Female,2020-08-11,4,66678,5,38,95,79,Yes,No,23
668,HR,Recruitment Manager,57,Female,2023-09-21,1,119917,5,49,62,63,Yes,Yes,35
669,HR,Recruitment Manager,47,Female,2017-03-30,7,44697,5,25,69,60,No,No,25
670,Finance,Financial Analyst,51,Male,2020-11-12,3,117832,3,44,99,64,No,No,52
671,Finance,Financial Analyst,55,Male,2022-09-08,2,92150,4,23,81,78,No,No,21
672,IT,Data Scientist,52,Female,2016-04-16,8,63130,2,16,67,90,No,Yes,51
673,Finance,Financial Analyst,59,Female,2023-01-16,1,69119,2,40,86,80,Yes,No,54
674,Finance,Financial Analyst,40,Male,2018-04-14,6,42790,4,22,87,52,No,No,49
675,HR,Recruitment Manager,59,Female,2019-11-01,4,102383,4,39,77,89,Yes,No,19
676,Sales,Sales Executive,34,Male,2014-11-07,9,75900,3,46,94,61,No,No,47
677,Sales,Sales Executive,45,Male,2022-06-17,2,63615,3,30,90,53,Yes,No,59
678,Marketing,Marketing Analyst,41,Male,2022-09-05,2,90207,4,47,91,80,No,No,51
679,IT,Software Engineer,44,Female,2014-12-14,9,62515,5,31,84,71,No,No,49
680,HR,HR Generalist,50,Male,2018-07-17,6,79832,4,17,61,94,No,No,15
681,Operations,Operations Manager,40,Male,2019-11-25,4,48083,5,20,92,71,No,No,20
682,Finance,Financial Analyst,23,Male,2016-10-07,8,47774,1,40,81,54,No,No,37
683,Operations,Operations Manager,60,Male,2019-12-11,4,97341,5,26,87,97,No,No,44
684,Operations,Operations Manager,55,Male,2024-02-04,0,97916,3,48,67,72,Yes,No,36
685,Finance,Financial Analyst,46,Male,2017-06-23,7,110015,5,5,71,76,No,No,17
686,Sales,Sales Executive,44,Male,2022-01-13,2,99932,3,44,90,91,No,No,56
687,Sales,Sales Representative,33,Female,2022-11-03,1,44800,4,32,77,73,Yes,Yes,30
688,Finance,Financial Analyst,35,Female,2016-05-24,8,80360,2,6,86,100,No,No,26
689,Finance,Financial Analyst,40,Male,2023-04-15,1,113494,3,27,100,88,No,No,53
690,Operations,Operations Manager,29,Female,2018-10-09,6,66892,1,49,73,81,No,No,50
691,Operations,Operations Manager,53,Female,2024-01-26,0,72717,1,13,69,96,No,No,35
692,IT,Software Engineer,58,Female,2021-09-18,3,61755,4,34,62,66,No,No,34
693,HR,Recruitment Manager,55,Male,2019-08-02,5,95004,4,24,75,51,No,No,43
694,Finance,Financial Analyst,46,Female,2015-03-10,9,85883,5,13,82,69,No,Yes,28
695,Marketing,Marketing Analyst,51,Male,2016-11-15,7,72945,1,15,83,82,No,No,17
696,Finance,Financial Analyst,48,Male,2019-06-01,5,75158,1,45,97,72,Yes,No,35
697,Marketing,Marketing Analyst,34,Male,2015-07-05,9,111290,4,7,84,95,No,No,50
698,Sales,Sales Representative,57,Male,2014-10-28,10,64816,5,31,70,77,Yes,No,20
699,Sales,Sales Representative,40,Female,2019-03-09,5,88031,1,31,62,89,Yes,Yes,15
700,IT,Software Engineer,34,Female,2021-08-06,3,93373,3,11,66,91,Yes,No,55
701,IT,Software Engineer,56,Male,2023-10-09,1,103680,5,44,98,55,No,No,29
702,Finance,Financial Analyst,39,Female,2024-09-18,0,98185,1,41,60,91,No,No,37
703,Marketing,Marketing Analyst,25,Female,2021-07-24,3,63931,1,20,82,83,Yes,No,50
704,IT,Software Engineer,42,Male,2022-05-20,2,50582,1,11,80,81,No,No,40
705,HR,Recruitment Manager,44,Male,2016-07-22,8,57295,4,10,94,71,Yes,No,17
706,HR,Recruitment Manager,33,Female,2019-02-12,5,101158,4,20,82,87,Yes,No,29
707,Finance,Financial Analyst,37,Male,2020-11-02,3,119614,2,31,88,65,No,No,57
708,Finance,Financial Analyst,22,Female,2019-08-22,5,47677,1,14,63,100,No,Yes,42
709,IT,Software Engineer,35,Male,2018-02-26,6,113388,1,18,64,59,Yes,Yes,55
710,Operations,Operations Manager,22,Female,2016-04-08,8,108520,4,22,61,99,No,No,26
711,HR,HR Generalist,26,Male,2015-06-04,9,100869,1,25,84,57,No,Yes,54
712,Operations,Operations Manager,41,Male,2016-01-07,8,94106,5,22,93,57,No,No,20
713,Marketing,Marketing Analyst,56,Female,2019-04-15,5,78886,4,41,88,90,No,No,45
714,Finance,Financial Analyst,23,Female,2020-01-07,4,70116,2,24,76,77,No,No,23
715,Sales,Sales Executive,30,Female,2023-11-24,0,66800,5,40,91,81,Yes,No,50
716,HR,HR Generalist,23,Male,2020-08-08,4,69906,5,9,94,65,Yes,No,57
717,Operations,Operations Manager,31,Male,2016-10-30,7,74014,5,41,89,68,No,Yes,31
718,IT,Data Scientist,35,Male,2023-11-03,0,45219,5,13,77,87,No,No,29
719,Operations,Operations Manager,55,Male,2019-01-21,5,104629,3,39,73,51,No,No,43
720,Finance,Financial Analyst,49,Female,2017-08-08,7,76655,5,23,81,86,No,Yes,15
721,Marketing,Marketing Analyst,46,Female,2015-12-24,8,118106,4,35,83,85,Yes,Yes,40
722,Finance,Financial Analyst,28,Male,2021-11-16,2,66319,3,22,89,88,No,No,18
723,Finance,Financial Analyst,36,Female,2019-10-01,5,83853,5,17,90,57,No,No,40
724,HR,HR Generalist,49,Male,2019-08-18,5,89836,1,34,73,91,No,No,24
725,HR,Recruitment Manager,48,Male,2023-08-31,1,57113,2,19,91,98,Yes,No,17
726,Sales,Sales Executive,22,Female,2017-02-08,7,48581,3,7,73,80,Yes,No,34
727,Marketing,Marketing Analyst,36,Female,2024-08-01,0,63405,2,27,100,53,Yes,No,56
728,HR,Recruitment Manager,56,Female,2023-09-20,1,46083,1,38,61,61,Yes,No,58
729,Finance,Financial Analyst,25,Male,2018-05-25,6,97991,1,13,62,60,No,No,45
730,Sales,Sales Representative,56,Female,2023-11-10,0,115057,4,41,75,65,Yes,No,39
731,HR,Recruitment Manager,33,Female,2016-08-11,8,78366,5,21,60,63,Yes,No,15
732,Sales,Sales Representative,42,Male,2021-10-22,3,105120,1,50,83,78,No,Yes,51
733,Operations,Operations Manager,34,Male,2024-01-25,0,118753,5,21,76,82,Yes,No,21
734,HR,Recruitment Manager,55,Male,2021-09-06,3,85593,5,21,76,77,No,No,41
735,Operations,Operations Manager,38,Male,2019-07-24,5,59535,5,38,95,89,No,No,16
736,Marketing,Marketing Analyst,47,Female,2019-10-17,5,44627,3,48,60,51,Yes,No,27
737,Sales,Sales Executive,24,Male,2022-05-06,2,118015,5,16,82,85,No,No,21
738,Operations,Operations Manager,31,Female,2021-02-22,3,118851,1,27,71,87,No,No,15
739,Marketing,Marketing Analyst,55,Male,2024-06-26,0,91467,5,35,96,81,Yes,No,45
740,Finance,Financial Analyst,56,Female,2017-03-01,7,108269,3,32,76,68,No,No,59
741,Sales,Sales Executive,39,Female,2017-06-28,7,108601,4,17,63,74,Yes,No,35
742,HR,HR Generalist,45,Female,2016-12-01,7,117360,5,8,62,64,No,No,46
743,Operations,Operations Manager,40,Male,2016-11-13,7,42326,3,10,66,65,No,No,46
744,HR,HR Generalist,44,Male,2021-04-23,3,52270,2,12,66,100,No,No,26
745,Marketing,Digital Marketer,23,Male,2021-08-24,3,80503,3,48,97,91,Yes,Yes,47
746,Finance,Financial Analyst,39,Male,2022-10-12,2,91106,5,46,82,55,No,No,52
747,Operations,Operations Manager,44,Male,2017-03-12,7,40295,4,49,61,65,Yes,No,33
748,Operations,Operations Manager,58,Female,2024-05-04,0,96780,1,21,66,94,No,No,38
749,IT,Software Engineer,51,Male,2019-11-27,4,110765,4,12,92,61,Yes,No,26
750,Operations,Operations Manager,32,Male,2020-11-04,3,79265,4,31,62,62,Yes,No,46
751,IT,Software Engineer,51,Female,2022-11-11,1,41651,4,12,76,63,No,Yes,20
752,Sales,Sales Executive,47,Male,2021-11-18,2,80925,1,12,83,83,Yes,No,16
753,HR,HR Generalist,30,Male,2018-07-12,6,58031,1,33,83,63,Yes,No,58
754,Marketing,Marketing Analyst,48,Female,2022-12-06,1,78109,3,41,95,98,Yes,No,30
755,IT,Data Scientist,48,Male,2023-02-19,1,118284,1,20,74,68,No,No,18
756,Operations,Operations Manager,47,Female,2023-05-09,1,76753,1,30,66,50,Yes,No,33
757,Sales,Sales Executive,46,Male,2020-03-26,4,103973,1,10,96,53,No,No,30
758,Sales,Sales Executive,28,Male,2023-03-15,1,67501,4,28,94,71,No,No,60
759,Finance,Financial Analyst,49,Female,2015-11-05,8,89683,5,35,86,70,Yes,Yes,28
760,HR,Recruitment Manager,30,Female,2022-05-16,2,75018,5,39,62,76,No,Yes,16
761,HR,Recruitment Manager,33,Male,2019-12-05,4,71626,3,30,80,70,Yes,Yes,52
762,IT,Data Scientist,28,Female,2017-04-01,7,117488,5,45,98,65,No,Yes,26
763,Finance,Financial Analyst,45,Female,2023-04-02,1,106698,3,42,86,97,No,No,37
764,Sales,Sales Executive,45,Female,2015-09-17,9,66211,1,25,92,94,Yes,No,31
765,Finance,Financial Analyst,27,Female,2018-06-28,6,57743,4,22,78,54,Yes,No,52
766,Sales,Sales Executive,56,Male,2015-04-03,9,118075,1,13,95,71,Yes,Yes,23
767,Finance,Financial Analyst,44,Male,2020-11-12,3,74149,5,35,77,65,Yes,No,37
768,IT,Data Scientist,53,Female,2022-11-03,1,73475,1,43,69,66,Yes,No,34
769,IT,Software Engineer,42,Male,2021-06-21,3,113520,1,11,91,71,Yes,No,57
770,Operations,Operations Manager,32,Male,2014-12-28,9,76141,1,6,65,69,No,No,42
771,HR,HR Generalist,55,Male,2023-10-13,1,117856,4,33,82,69,No,Yes,43
772,Operations,Operations Manager,29,Female,2015-12-13,8,53758,3,33,76,60,No,No,51
773,HR,HR Generalist,30,Male,2016-03-15,8,107806,1,19,72,73,No,No,44
774,HR,HR Generalist,43,Female,2021-07-17,3,78536,4,50,95,81,Yes,No,42
775,Sales,Sales Executive,27,Male,2014-12-05,9,77438,5,46,74,51,No,No,52
776,Finance,Financial Analyst,27,Female,2020-12-18,3,52811,5,29,84,57,No,Yes,32
777,IT,Data Scientist,53,Male,2015-07-09,9,67797,3,27,72,99,Yes,Yes,46
778,IT,Data Scientist,33,Male,2016-10-17,8,82817,3,48,60,59,No,No,19
779,Operations,Operations Manager,54,Male,2014-11-19,9,95622,2,33,94,53,No,Yes,32
780,Finance,Financial Analyst,53,Female,2019-06-02,5,64805,1,16,64,51,No,Yes,52
781,Marketing,Marketing Analyst,32,Female,2019-10-18,5,79366,5,12,94,58,No,No,26
782,Operations,Operations Manager,24,Female,2018-09-04,6,80044,2,20,78,78,Yes,No,49
783,Sales,Sales Executive,35,Male,2017-03-19,7,114872,4,6,68,78,No,No,44
784,Marketing,Digital Marketer,52,Male,2024-07-25,0,75525,1,32,100,62,Yes,Yes,20
785,HR,Recruitment Manager,48,Male,2019-09-20,5,85004,4,7,80,82,Yes,No,51
786,Operations,Operations Manager,30,Male,2018-01-27,6,61977,5,22,80,75,No,No,29
787,IT,Data Scientist,52,Female,2016-08-12,8,63249,1,22,69,98,No,No,47
788,Finance,Financial Analyst,29,Female,2022-03-15,2,100228,4,31,86,55,Yes,No,15
789,IT,Software Engineer,33,Female,2022-08-29,2,62501,2,32,99,83,Yes,No,16
790,Sales,Sales Executive,39,Female,2020-06-08,4,75321,5,31,72,54,Yes,Yes,28
791,Finance,Financial Analyst,42,Male,2021-05-09,3,109741,3,19,99,84,Yes,No,45
792,Finance,Financial Analyst,58,Female,2017-09-06,7,71157,5,11,94,85,Yes,No,17
793,Sales,Sales Representative,60,Female,2020-06-11,4,102919,2,6,80,50,No,No,28
794,HR,HR Generalist,58,Male,2021-12-29,2,76379,5,31,68,95,No,Yes,16
795,Operations,Operations Manager,49,Male,2022-03-23,2,89109,1,47,69,75,No,No,39
796,Marketing,Marketing Analyst,39,Male,2017-05-03,7,58552,4,41,71,70,Yes,No,38
797,HR,Recruitment Manager,23,Male,2022-06-06,2,49642,3,47,70,81,Yes,No,21
798,HR,Recruitment Manager,52,Male,2017-04-30,7,61046,5,16,88,63,No,Yes,34
799,Finance,Financial Analyst,51,Male,2023-09-27,1,64738,4,9,68,74,Yes,No,41
800,HR,Recruitment Manager,41,Male,2020-03-13,4,49283,4,32,84,62,Yes,No,19
801,Sales,Sales Representative,36,Female,2017-01-06,7,51133,2,47,74,82,No,Yes,33
802,Sales,Sales Executive,60,Female,2018-05-16,6,117846,1,29,93,85,Yes,No,54
803,Sales,Sales Executive,34,Male,2017-12-30,6,94331,5,42,96,98,Yes,No,35
804,Finance,Financial Analyst,22,Female,2022-05-17,2,110304,3,28,90,95,Yes,No,15
805,Marketing,Digital Marketer,37,Male,2020-10-04,4,79127,2,40,66,93,Yes,No,29
806,HR,Recruitment Manager,29,Male,2021-06-08,3,106827,2,15,66,100,Yes,No,50
807,Operations,Operations Manager,50,Female,2022-02-02,2,65772,2,9,79,58,Yes,No,33
808,Finance,Financial Analyst,57,Female,2023-03-10,1,91979,3,40,81,74,Yes,No,21
809,HR,HR Generalist,30,Female,2021-06-12,3,88100,1,31,77,96,No,Yes,47
810,Marketing,Marketing Analyst,55,Female,2018-07-26,6,108196,2,35,72,77,Yes,No,59
811,IT,Data Scientist,59,Female,2018-02-27,6,49441,5,33,70,94,No,Yes,18
812,IT,Software Engineer,49,Female,2022-04-17,2,83820,1,9,69,91,No,No,37
813,HR,HR Generalist,45,Male,2018-04-18,6,114803,5,27,98,71,Yes,No,59
814,Operations,Operations Manager,30,Female,2024-10-18,0,89616,4,40,79,96,No,No,42
815,Marketing,Marketing Analyst,53,Female,2015-09-01,9,59404,5,23,80,63,Yes,Yes,52
816,HR,HR Generalist,53,Female,2021-06-05,3,75280,3,45,90,56,Yes,No,16
817,Marketing,Digital Marketer,48,Male,2015-05-21,9,90818,2,41,64,87,Yes,No,52
818,Sales,Sales Representative,40,Female,2018-10-20,6,93167,2,28,84,88,Yes,No,50
819,HR,Recruitment Manager,38,Female,2016-04-05,8,52340,5,16,88,65,Yes,Yes,59
820,IT,Software Engineer,33,Female,2017-12-30,6,47211,3,20,70,55,No,No,20
821,Finance,Financial Analyst,23,Male,2021-01-02,3,82346,1,11,86,80,No,No,32
822,Finance,Financial Analyst,37,Female,2015-10-16,9,65617,5,5,100,83,No,No,15
823,Finance,Financial Analyst,22,Male,2017-10-08,7,63062,3,34,91,85,Yes,No,40
824,IT,Data Scientist,33,Female,2018-10-14,6,101049,2,9,89,51,No,No,54
825,Sales,Sales Executive,51,Male,2019-11-18,4,54768,5,14,88,60,Yes,Yes,42
826,Marketing,Digital Marketer,29,Female,2016-04-17,8,94414,4,44,66,53,Yes,Yes,26
827,HR,HR Generalist,53,Female,2023-07-14,1,110849,2,43,100,51,Yes,No,58
828,HR,HR Generalist,29,Male,2019-08-29,5,72497,5,6,67,92,Yes,No,56
829,Finance,Financial Analyst,34,Female,2020-10-28,4,54969,3,13,80,64,Yes,No,49
830,HR,HR Generalist,59,Male,2021-10-26,3,117082,3,35,69,82,Yes,No,56
831,Marketing,Marketing Analyst,24,Male,2022-08-13,2,76527,3,26,75,67,No,No,35
832,Finance,Financial Analyst,52,Female,2015-09-27,9,59848,3,17,61,81,No,No,45
833,Sales,Sales Executive,45,Male,2023-08-08,1,119833,5,20,84,62,No,No,26
834,Marketing,Marketing Analyst,40,Male,2024-02-17,0,113400,2,41,89,76,No,No,29
835,Finance,Financial Analyst,27,Female,2022-02-22,2,81860,3,36,86,98,No,No,45
836,HR,HR Generalist,24,Male,2024-09-13,0,76936,3,38,63,70,No,No,19
837,Finance,Financial Analyst,24,Male,2022-07-21,2,91658,2,5,78,64,No,Yes,39
838,HR,Recruitment Manager,26,Male,2023-02-28,1,69683,3,40,61,54,No,No,29
839,IT,Software Engineer,40,Male,2019-02-25,5,51002,2,34,64,51,No,No,37
840,HR,Recruitment Manager,43,Female,2022-11-29,1,57808,5,46,98,50,Yes,No,42
841,IT,Software Engineer,39,Male,2018-06-26,6,119218,3,34,84,95,Yes,No,21
842,HR,HR Generalist,26,Female,2020-07-22,4,84026,3,48,70,58,Yes,No,59
843,Operations,Operations Manager,40,Male,2019-05-06,5,69961,2,32,100,86,No,No,36
844,Operations,Operations Manager,52,Male,2015-07-16,9,89532,4,43,63,56,Yes,No,41
845,Marketing,Marketing Analyst,48,Female,2015-07-26,9,62364,1,11,89,100,Yes,No,25
846,Operations,Operations Manager,46,Male,2015-09-18,9,70697,1,29,69,62,Yes,No,51
847,Finance,Financial Analyst,23,Female,2017-08-03,7,43454,4,22,76,70,Yes,No,57
848,Sales,Sales Representative,24,Male,2020-10-08,4,105778,4,10,98,91,Yes,No,54
849,Marketing,Marketing Analyst,46,Male,2014-11-20,9,115722,5,30,86,56,No,No,28
850,Operations,Operations Manager,33,Male,2019-10-01,5,49010,2,40,68,85,No,No,29
851,IT,Data Scientist,52,Male,2014-12-10,9,75514,3,46,86,54,No,No,21
852,Sales,Sales Executive,40,Male,2017-03-17,7,97894,5,48,72,63,No,Yes,27
853,IT,Data Scientist,49,Female,2015-11-26,8,111664,5,20,76,86,No,No,23
854,Operations,Operations Manager,37,Male,2022-02-04,2,83423,1,45,90,75,Yes,No,17
855,HR,HR Generalist,36,Male,2018-08-07,6,93175,1,46,75,80,Yes,No,49
856,Operations,Operations Manager,44,Female,2021-07-25,3,50820,1,36,75,100,Yes,No,44
857,IT,Data Scientist,29,Male,2024-04-22,0,83419,1,22,68,91,Yes,No,39
858,Finance,Financial Analyst,58,Female,2018-07-31,6,49564,1,35,82,97,Yes,No,16
859,Sales,Sales Representative,55,Male,2022-07-16,2,114978,3,32,89,71,No,No,45
860,Operations,Operations Manager,49,Female,2018-02-06,6,65171,2,13,69,91,No,No,46
861,Operations,Operations Manager,51,Female,2020-08-05,4,79238,1,33,80,72,Yes,No,55
862,IT,Software Engineer,26,Female,2016-07-23,8,95926,2,17,65,74,No,No,37
863,IT,Data Scientist,22,Male,2016-04-11,8,52397,1,35,61,64,Yes,No,36
864,Marketing,Digital Marketer,57,Female,2020-03-31,4,82800,5,19,64,67,No,No,23
865,Sales,Sales Executive,43,Female,2020-04-24,4,100217,2,15,67,97,Yes,Yes,41
866,HR,HR Generalist,51,Female,2023-12-08,0,89837,1,16,73,85,No,No,56
867,IT,Data Scientist,45,Female,2022-07-28,2,108627,4,21,81,91,Yes,No,33
868,Finance,Financial Analyst,48,Male,2020-05-08,4,57338,1,20,85,58,No,No,59
869,HR,HR Generalist,39,Female,2019-03-02,5,67287,2,37,83,91,Yes,Yes,54
870,Marketing,Digital Marketer,60,Female,2015-04-24,9,110496,3,40,85,76,No,Yes,23
871,Marketing,Marketing Analyst,27,Male,2023-09-13,1,75230,4,43,91,52,No,No,38
872,Sales,Sales Representative,40,Male,2015-07-29,9,83545,4,30,91,50,No,No,22
873,HR,Recruitment Manager,60,Female,2018-01-20,6,66191,5,19,98,54,Yes,No,15
874,IT,Data Scientist,48,Female,2021-02-03,3,84106,5,13,91,98,Yes,No,55
875,Finance,Financial Analyst,34,Female,2016-03-07,8,82505,3,10,86,84,Yes,No,56
876,HR,HR Generalist,38,Male,2018-05-21,6,57684,2,16,66,64,No,No,17
877,Finance,Financial Analyst,48,Female,2023-09-29,1,82539,1,9,85,96,Yes,No,25
878,Operations,Operations Manager,52,Male,2020-09-13,4,64108,4,32,78,88,No,No,46
879,Sales,Sales Executive,40,Male,2018-01-05,6,55170,4,33,78,79,No,No,31
880,IT,Data Scientist,22,Female,2018-04-01,6,53370,2,19,61,81,No,No,55
881,Marketing,Digital Marketer,54,Female,2019-02-04,5,81860,3,19,62,98,No,Yes,25
882,HR,Recruitment Manager,30,Female,2019-12-12,4,99493,1,46,68,80,Yes,Yes,42
883,Marketing,Digital Marketer,25,Female,2020-02-18,4,106229,4,7,92,68,No,No,58
884,Sales,Sales Executive,38,Male,2023-08-12,1,77611,4,33,98,81,No,Yes,22
885,IT,Software Engineer,29,Male,2021-05-13,3,72599,4,7,72,74,Yes,Yes,28
886,Marketing,Marketing Analyst,47,Male,2019-02-25,5,50794,1,44,87,87,Yes,No,51
887,Sales,Sales Executive,51,Female,2023-01-08,1,86140,5,31,63,52,Yes,No,49
888,Sales,Sales Executive,45,Female,2020-09-02,4,65405,1,50,73,67,Yes,No,24
889,Marketing,Marketing Analyst,23,Male,2018-11-26,5,118503,1,22,77,77,No,No,38
890,Sales,Sales Executive,35,Male,2015-07-30,9,56391,5,48,78,59,Yes,No,54
891,Sales,Sales Executive,35,Male,2020-01-09,4,90018,3,24,95,64,Yes,Yes,27
892,Operations,Operations Manager,23,Female,2024-03-17,0,52106,4,12,95,90,Yes,No,30
893,Sales,Sales Executive,57,Female,2016-01-19,8,57098,2,40,87,79,No,No,18
894,Finance,Financial Analyst,47,Female,2014-12-23,9,64680,3,27,94,76,No,No,56
895,Marketing,Digital Marketer,47,Male,2022-08-30,2,59118,4,19,75,62,No,No,18
896,HR,Recruitment Manager,28,Female,2023-03-31,1,46054,3,44,73,62,Yes,Yes,32
897,Operations,Operations Manager,26,Male,2022-04-10,2,58140,3,30,66,77,Yes,No,17
898,IT,Data Scientist,59,Male,2015-08-17,9,73502,2,6,95,73,No,No,22
899,Sales,Sales Representative,28,Female,2021-10-30,2,105530,4,29,76,67,No,Yes,51
900,Sales,Sales Representative,30,Female,2023-03-21,1,75021,3,38,77,95,Yes,No,19
901,Finance,Financial Analyst,45,Female,2022-08-27,2,78396,2,11,88,84,Yes,No,49
902,IT,Software Engineer,44,Female,2022-04-22,2,43189,4,35,72,99,Yes,No,52
903,IT,Data Scientist,31,Female,2016-10-29,8,43948,4,15,73,88,Yes,No,18
904,Finance,Financial Analyst,32,Female,2016-04-10,8,80004,3,40,95,80,Yes,No,16
905,Sales,Sales Executive,60,Female,2016-03-16,8,47319,2,38,96,92,No,No,60
906,Finance,Financial Analyst,42,Female,2018-12-03,5,84804,3,43,83,78,Yes,No,42
907,Sales,Sales Representative,45,Female,2016-07-01,8,52397,2,13,90,85,No,No,50
908,Marketing,Marketing Analyst,24,Male,2017-06-08,7,77547,3,10,89,58,No,No,20
909,IT,Software Engineer,54,Male,2021-11-11,2,49325,3,30,73,82,Yes,No,22
910,Operations,Operations Manager,59,Male,2018-06-14,6,60168,1,13,69,61,No,Yes,51
911,Finance,Financial Analyst,60,Male,2022-04-26,2,82776,3,31,92,87,Yes,No,60
912,Finance,Financial Analyst,55,Female,2016-02-18,8,58978,4,47,89,57,Yes,No,25
913,Operations,Operations Manager,50,Female,2022-01-30,2,71414,1,33,84,96,Yes,No,47
914,Operations,Operations Manager,60,Male,2024-04-30,0,86039,2,16,76,55,No,Yes,52
915,Operations,Operations Manager,28,Male,2021-07-13,3,113370,1,41,73,75,Yes,No,57
916,Sales,Sales Executive,54,Female,2015-06-28,9,111019,3,43,87,87,No,No,17
917,Sales,Sales Executive,23,Female,2017-11-20,6,118570,3,48,67,92,No,Yes,19
918,IT,Software Engineer,36,Male,2019-01-25,5,103985,1,17,72,79,Yes,No,28
919,Operations,Operations Manager,34,Male,2023-02-26,1,67359,1,20,70,79,Yes,No,49
920,Marketing,Digital Marketer,44,Male,2018-07-25,6,63885,2,21,76,91,No,No,29
921,IT,Software Engineer,23,Male,2016-12-30,7,99240,2,36,68,57,No,No,27
922,Sales,Sales Representative,34,Male,2019-07-26,5,112578,4,9,89,86,No,No,17
923,HR,Recruitment Manager,23,Female,2020-10-22,4,69136,2,48,65,65,Yes,No,56
924,HR,HR Generalist,26,Female,2020-04-03,4,79882,5,40,76,90,No,No,46
925,Operations,Operations Manager,36,Female,2022-03-21,2,47306,1,49,98,70,Yes,Yes,42
926,Sales,Sales Representative,31,Female,2016-08-23,8,63187,1,38,74,82,Yes,Yes,41
927,Operations,Operations Manager,32,Female,2024-04-18,0,75851,3,32,74,68,Yes,No,48
928,Finance,Financial Analyst,27,Male,2019-09-05,5,63138,2,38,80,68,Yes,No,41
929,IT,Data Scientist,42,Female,2024-01-10,0,64449,5,20,92,51,Yes,No,50
930,Finance,Financial Analyst,25,Female,2018-03-30,6,82997,1,6,90,94,No,No,40
931,IT,Data Scientist,45,Male,2019-11-13,4,94499,3,28,83,54,No,Yes,19
